OBJECTID,Latitude,Longitude,Projection_y_coordinate,Projection_x_coordinate,HSD baseline 1981-2000 lower,HSD baseline 1981-2000 median,HSD baseline 1981-2000 upper,HSD baseline 2001-2020 lower,HSD baseline 2001-2020 median,HSD baseline 2001-2020 upper,HSD 1.5°C lower,HSD 1.5°C median,HSD 1.5°C upper,HSD 2°C lower,HSD 2°C median,HSD 2°C upper,HSD 2.5°C lower,HSD 2.5°C median,HSD 2.5°C upper,HSD 3°C lower,HSD 3°C median,HSD 3°C upper,HSD 4°C lower,HSD 4°C median,HSD 4°C upper,Shape__Area,Shape__Length
1615,56.4906,-5.28272,738000,198000,0,0,0,0,0.2,0.4,0,0.3,0.6,0.1,0.3,0.9,0,0.4,1.5,0.3,0.7,2,0.8,1.7,4.2,471101141.92041,86819.5469658502
1616,56.49559,-5.08813,738000,210000,0,0,0,0,0.2,0.4,0,0.3,0.6,0.1,0.3,0.7,0.1,0.5,1.3,0.3,0.6,1.9,0.8,1.7,3.7,471276161.557617,86835.6725411066
1617,56.50028,-4.89348,738000,222000,0,0,0,0,0.2,0.5,0,0.4,0.7,0.1,0.4,0.7,0.1,0.5,1.4,0.4,0.7,1.8,0.8,1.8,4.3,471437632.293945,86850.5475633275
1618,56.50467,-4.69878,738000,234000,0,0,0,0,0.1,0.4,0,0.2,0.4,0.1,0.2,0.6,0,0.2,1,0.2,0.4,1.2,0.5,1.1,3.1,471595092.992188,86865.0504762131
1619,56.50875,-4.50402,738000,246000,0,0,0,0,0.1,0.3,0,0.2,0.5,0.1,0.2,0.6,0,0.3,1,0.1,0.4,1.7,0.6,1.4,3.9,471743103.230713,86878.6807763642
1620,56.51253,-4.30922,738000,258000,0,0,0,0,0.1,0.3,0,0.3,0.5,0.1,0.3,0.6,0,0.3,1.2,0.3,0.5,2.1,0.7,1.8,4.7,471877594.013916,86891.0642738478
1621,56.516,-4.11437,738000,270000,0,0,0,0,0.2,0.6,0,0.5,0.8,0.2,0.6,1.3,0.2,0.5,2,0.6,0.9,3.4,1.3,2.8,6.5,472002277.113281,86902.5427455772
1622,56.51916,-3.91947,738000,282000,0,0,0,0,0,0.4,0,0.2,0.5,0,0.3,0.8,0,0.1,1.6,0.2,0.5,2.6,0.6,1.6,5,472118162.013916,86913.2101109317
1623,56.52202,-3.72454,738000,294000,0,0,0,0,0.1,0.2,0,0.2,0.6,0,0.4,0.6,0,0.2,1.5,0.2,0.6,2.7,0.8,2,5.9,472221182.000244,86922.6922243541
1624,56.52458,-3.52958,738000,306000,0,0,0,0.1,0.2,0.4,0.1,0.3,0.7,0.2,0.6,1,0.2,0.6,1.9,0.7,1,3.6,1.4,3.2,7.3,472311108.745605,86930.9684062489
1625,56.52683,-3.33458,738000,318000,0,0,0,0,0.2,0.4,0.1,0.4,0.7,0.2,0.7,0.8,0.2,0.6,1.6,0.7,1,3.4,1.7,3.5,7.1,472389983.529785,86938.2265650311
1626,56.52877,-3.13956,738000,330000,0,0,0,0,0.1,0.2,0,0.1,0.4,0.1,0.3,0.5,0.1,0.3,0.7,0.2,0.5,2.2,1.1,1.7,3.5,472460058.649658,86944.674932021
1627,56.5304,-2.94452,738000,342000,0,0,0,0,0.1,0.2,0,0.1,0.2,0,0.2,0.4,0.1,0.2,0.8,0.2,0.4,1.9,0.9,1.3,3,472524405.762939,86950.5948862622
1628,56.53173,-2.74946,738000,354000,0,0,0,0,0,0.2,0,0.1,0.1,0,0.1,0.3,0,0.1,0.6,0,0.2,1.4,0.6,0.9,2.3,472569141.817627,86954.7115416157
1629,56.53271,-2.55401,738000,366000,0,0,0,0,0,0.1,0,0,0.1,0,0.1,0.2,0,0.1,0.4,0,0.1,0.9,0.4,0.7,1.6,474241474.474121,87108.8097020752
1630,56.56171,-6.46139,750000,126000,0,0,0,0,0,0.1,0,0,0.2,0,0,0.2,0,0,0.8,0,0.2,1.1,0.2,0.8,2.1,472464936.498535,86945.1244923029
1631,56.56856,-6.2667,750000,138000,0,0,0,0,0,0.1,0,0.1,0.2,0,0,0.3,0,0,0.8,0,0.3,1.4,0.3,0.9,2.5,472710887.552246,86967.7517981206
1632,56.5751,-6.07192,750000,150000,0,0,0,0,0.1,0.2,0,0.2,0.3,0.1,0.2,0.4,0.1,0.2,1,0.2,0.6,2,0.7,1.4,3.1,472945052.841797,86989.2895096843
1633,56.58134,-5.87707,750000,162000,0,0,0,0,0.1,0.3,0,0.1,0.3,0.1,0.2,0.5,0,0.2,1.2,0.2,0.5,2,0.7,1.5,3.2,473168554.59082,87009.8413940798
1634,56.58727,-5.68213,750000,174000,0,0,0,0,0.2,0.4,0,0.3,0.5,0.1,0.3,0.8,0.1,0.4,1.6,0.3,0.6,2,1,1.8,3.8,473380496.299805,87029.3261965349
1635,56.5929,-5.48713,750000,186000,0,0,0,0,0.1,0.4,0,0.2,0.5,0.1,0.2,0.7,0.1,0.3,1.4,0.2,0.5,1.7,0.7,1.7,3.6,473580775.291016,87047.7341578438
1636,56.59822,-5.29206,750000,198000,0,0,0,0,0.1,0.3,0,0.2,0.5,0.1,0.2,0.7,0,0.3,1.3,0.2,0.5,1.8,0.7,1.6,3.7,473774097.576172,87065.4987894309
1637,56.60324,-5.09692,750000,210000,0,0,0,0.1,0.2,0.5,0.1,0.4,0.8,0.2,0.5,0.9,0.1,0.6,1.5,0.4,0.8,1.8,1,2,4.2,473952887.703613,87081.9254156163
1638,56.60795,-4.90172,750000,222000,0,0,0,0,0,0.4,0,0.3,0.4,0.1,0.3,0.6,0.1,0.3,1,0.2,0.5,1.2,0.6,1.3,3.4,474116626.442627,87096.9666021231
1639,56.61235,-4.70646,750000,234000,0,0,0,0,0.1,0.4,0,0.3,0.5,0.1,0.3,0.6,0.1,0.4,1,0.4,0.6,1.6,0.7,1.8,3.8,474276093.904297,87111.6124096946
1640,56.61645,-4.51115,750000,246000,0,0,0,0,0.1,0.4,0,0.2,0.5,0.1,0.2,0.6,0.1,0.2,1.1,0.2,0.4,1.8,0.6,1.5,4,474424432.974609,87125.2341677348
1641,56.62024,-4.31579,750000,258000,0,0,0,0,0.2,0.4,0,0.4,0.6,0.1,0.4,0.9,0.2,0.4,1.6,0.4,0.7,2.5,1,2.2,5.5,474562170.318115,87137.8808446995
1642,56.62373,-4.12039,750000,270000,0,0,0,0,0.2,0.2,0,0.3,0.5,0,0.4,0.8,0,0.3,1.5,0.4,0.5,2.5,0.8,1.8,5.3,474688409.350098,87149.4701846675
1643,56.62691,-3.92494,750000,282000,0,0,0,0,0.2,0.4,0,0.4,0.7,0.1,0.6,1,0.2,0.5,2.2,0.5,0.9,3.6,1.3,2.8,7,474804376.529541,87160.1146785416
1644,56.62978,-3.72946,750000,294000,0,0,0,0.1,0.2,0.4,0,0.3,0.7,0.2,0.6,1,0.3,0.5,2.4,0.5,1,4,1.3,2.9,7.3,474909664.765381,87169.7780592428
1645,56.63234,-3.53394,750000,306000,0,0,0,0.1,0.2,0.2,0,0.2,0.7,0.1,0.5,0.7,0.2,0.4,1.9,0.4,0.7,3.5,1.1,2.3,5.8,475001547.270508,87178.2102387992
1646,56.6346,-3.33839,750000,318000,0,0,0,0,0.1,0.2,0,0.2,0.6,0,0.5,0.7,0.1,0.4,1.4,0.3,0.7,3.2,1.3,2.5,6,475082439.515137,87185.6333155697
1647,56.63655,-3.14281,750000,330000,0,0,0,0,0.2,0.4,0,0.2,0.6,0.1,0.4,0.8,0.1,0.3,1.6,0.4,0.7,3.2,1.5,2.5,5.5,475153868.880615,87192.187159372
1648,56.63819,-2.94721,750000,342000,0,0,0,0,0.1,0.4,0,0.2,0.4,0.1,0.2,0.7,0.1,0.3,1.2,0.3,0.7,3,1.5,2.3,4.4,475212185.172852,87197.5373682876
1649,56.63953,-2.75159,750000,354000,0,0,0,0,0.1,0.2,0,0.1,0.1,0,0.1,0.4,0.1,0.2,0.8,0.1,0.4,2.2,1,1.6,3.1,475262548.021729,87202.1579271635
1650,56.64056,-2.55596,750000,366000,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0.3,0,0,0.6,0.3,0.5,1.4,475301545.054565,87205.7351484565
1651,56.64135,-2.35952,750000,378000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.1,0.5,0.2,0.4,1,479205446.861328,87563.5171269576
1652,56.66919,-6.47411,762000,126000,0,0,0,0,0,0,0,0,0.2,0,0,0.2,0,0,0.7,0,0.2,1.1,0.1,0.8,2.1,475149115.132324,87191.7517355181
1653,56.67606,-6.27887,762000,138000,0,0,0,0,0,0.1,0,0.1,0.2,0,0.1,0.3,0,0.1,0.9,0,0.4,1.5,0.3,1,2.6,475395284.539551,87214.3352646924
1654,56.68263,-6.08354,762000,150000,0,0,0,0,0,0,0,0,0.1,0,0,0.2,0,0,0.7,0,0.1,1.1,0.1,0.7,2.1,475636905.403809,87236.4955876692
1655,56.6889,-5.88813,762000,162000,0,0,0,0,0.1,0.2,0,0.2,0.4,0,0.2,0.2,0,0.2,0.9,0.2,0.5,1.9,0.8,1.4,3.1,475859352.535156,87256.8925373045
1656,56.69485,-5.69265,762000,174000,0,0,0,0,0.2,0.5,0,0.3,0.6,0.2,0.4,0.8,0.2,0.6,1.7,0.5,0.8,2.4,1.3,2,4.2,476075322.715332,87276.6912348055
1657,56.7005,-5.49709,762000,186000,0,0,0,0,0.2,0.4,0,0.3,0.6,0.1,0.3,0.9,0.1,0.5,1.6,0.3,0.6,2,0.9,1.7,3.7,476282526.034668,87295.6820836023
1658,56.70585,-5.30146,762000,198000,0,0,0,0.1,0.4,0.7,0.3,0.5,1,0.4,0.7,1.1,0.2,0.8,2,0.6,1.1,2.7,1.7,2.5,5.1,476476430.677246,87313.4499825427
1659,56.71088,-5.10577,762000,210000,0,0,0,0.1,0.3,0.5,0.1,0.4,0.9,0.2,0.5,1,0.2,0.5,1.6,0.4,0.9,2.1,1.2,2.2,4.6,476659544.148926,87330.2260169884
1660,56.71561,-4.91001,762000,222000,0,0,0,0,0,0.3,0,0.2,0.4,0,0.2,0.5,0,0.1,1,0.1,0.4,1.2,0.3,1.3,2.8,476829683.7229,87345.8110802311
1661,56.72004,-4.7142,762000,234000,0,0,0,0,0,0.4,0,0.2,0.4,0,0.2,0.6,0,0.1,1,0.1,0.4,1.5,0.6,1.5,3.2,476993374.891846,87360.8020520852
1662,56.72415,-4.51833,762000,246000,0,0,0,0,0.2,0.4,0,0.3,0.7,0.1,0.3,0.7,0.1,0.2,1.3,0.3,0.6,2.1,0.8,1.9,4.6,477141685.990479,87374.3822005221
1663,56.72796,-4.32242,762000,258000,0,0,0,0,0.2,0.4,0,0.4,0.7,0.2,0.4,1,0.2,0.4,1.7,0.4,0.8,2.7,1,2.5,5.7,477277964.297607,87386.858747765
1664,56.73146,-4.12645,762000,270000,0,0,0,0,0.2,0.4,0,0.5,0.6,0.1,0.5,0.8,0.2,0.4,1.6,0.5,0.8,2.9,1.1,2.3,5.7,477402073.058838,87398.2198160197
1665,56.73465,-3.93045,762000,282000,0,0,0,0,0.3,0.4,0,0.5,0.7,0.2,0.7,1,0.3,0.6,2.5,0.6,1,4.1,1.6,3.1,7.1,477518606.073242,87408.886179439
1666,56.73753,-3.73441,762000,294000,0,0,0,0,0.2,0.4,0,0.3,0.7,0.1,0.5,0.9,0.2,0.4,2.5,0.5,0.9,4,1.3,2.7,6.9,477626551.106689,87418.7648839123
1667,56.74011,-3.53833,762000,306000,0,0,0,0,0.1,0.2,0,0.2,0.7,0,0.4,0.7,0.1,0.2,1.9,0.3,0.7,3.3,0.9,2.1,5.9,477719076.566162,87427.2320143447
1668,56.74237,-3.34222,762000,318000,0,0,0,0,0,0.2,0,0.2,0.5,0,0.3,0.6,0,0.2,1.2,0.2,0.5,2.7,1,1.7,4.8,477800273.654785,87434.6618077094
1669,56.74433,-3.14608,762000,330000,0,0,0,0,0,0.2,0,0.1,0.3,0,0.1,0.5,0,0.1,0.8,0.1,0.3,2,0.6,1.2,3.2,477872257.628662,87441.2473836777
1670,56.74598,-2.94992,762000,342000,0,0,0,0,0,0.2,0,0.1,0.3,0,0.2,0.4,0,0.1,0.9,0.1,0.4,2.1,1,1.4,3.5,477930540.551514,87446.5795209689
1671,56.74732,-2.75375,762000,354000,0,0,0,0,0.1,0.2,0,0.1,0.2,0,0.1,0.4,0,0.2,1.1,0.2,0.4,2.3,1,1.6,3.2,477979031.553467,87451.0156781507
1672,56.74835,-2.55755,762000,366000,0,0,0,0,0,0.2,0,0,0.1,0,0.1,0.3,0,0.1,0.6,0.1,0.2,1.5,0.7,1.3,2.9,478021212.291626,87454.874269049
1673,56.74904,-2.36097,762000,378000,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0.2,0,0.1,0.8,0.3,0.5,1.2,479666938.223145,87605.6857635578
1674,56.78356,-6.29112,774000,138000,0,0,0,0,0,0,0,0,0.1,0,0,0.2,0,0,0.5,0,0.1,0.9,0,0.6,1.8,478113150.800781,87463.2847971456
1675,56.79016,-6.09524,774000,150000,0,0,0,0,0,0.2,0,0.1,0.2,0,0,0.3,0,0.1,0.7,0,0.3,1.3,0.2,1,2.3,478356113.557129,87485.50475862
1676,56.79645,-5.89927,774000,162000,0,0,0,0,0.3,0.4,0,0.4,0.5,0.2,0.4,0.7,0.2,0.5,1.6,0.5,0.8,2.3,1.1,1.9,3.9,478584345.128418,87506.373089998
1677,56.80243,-5.70323,774000,174000,0,0,0,0.1,0.4,0.5,0.1,0.4,0.7,0.2,0.5,0.8,0.2,0.5,1.7,0.6,1,2.5,1.5,2.1,4.3,478802543.655273,87526.3189063615
1678,56.8081,-5.50712,774000,186000,0,0,0,0,0.4,0.6,0.1,0.4,0.9,0.2,0.4,1,0.2,0.6,1.8,0.4,0.9,2.4,1.5,2,4.3,479009006.666016,87545.187402722
1679,56.81347,-5.31093,774000,198000,0,0,0,0,0.3,0.6,0.1,0.5,1.1,0.3,0.7,1.2,0.3,0.7,2,0.7,1.1,2.5,1.7,2.4,4.8,479206314.15918,87563.2160496212
1680,56.81853,-5.11468,774000,210000,0,0,0,0,0.4,0.7,0.1,0.5,1,0.3,0.5,1.1,0.3,0.6,1.8,0.6,1,2.6,1.3,2.6,5.1,479393598.89624,87580.3252695443
1681,56.82328,-4.91836,774000,222000,0,0,0,0,0,0.2,0,0.1,0.2,0,0.1,0.5,0,0.1,1,0.1,0.3,1.2,0.4,1.2,2.8,479564978.540039,87595.9787554475
1682,56.82772,-4.72199,774000,234000,0,0,0,0,0.1,0.3,0,0.2,0.4,0.1,0.2,0.6,0.1,0.2,1,0.2,0.5,1.6,0.5,1.6,3.2,479728523.007813,87610.9136326365
1683,56.83185,-4.52556,774000,246000,0,0,0,0,0,0.2,0,0.2,0.4,0,0.1,0.5,0,0.1,1,0.1,0.3,1.3,0.3,1,2.9,479879836.523682,87624.7293169383
1684,56.83567,-4.32909,774000,258000,0,0,0,0,0.1,0.2,0,0.2,0.4,0,0.1,0.6,0,0.1,1.1,0.1,0.3,1.8,0.5,1.2,3.6,480017940.820557,87637.3368793094
1685,56.83919,-4.13256,774000,270000,0,0,0,0,0.1,0.2,0,0.2,0.4,0,0.2,0.6,0,0.2,1.3,0.2,0.3,1.9,0.6,1.4,4,480142095.520752,87648.6697133655
1686,56.84239,-3.93599,774000,282000,0,0,0,0,0,0.2,0,0.2,0.5,0,0.3,0.6,0,0.2,1.5,0.1,0.5,2.3,0.6,1.5,4.5,480262252.466553,87659.6360293562
1687,56.84529,-3.73939,774000,294000,0,0,0,0,0,0.2,0,0.1,0.3,0,0.1,0.6,0,0.1,1.2,0,0.4,1.9,0.5,1.1,3.8,480369675.289551,87669.4389374475
1688,56.84787,-3.54275,774000,306000,0,0,0,0,0,0.2,0,0.1,0.3,0,0.1,0.4,0,0,0.8,0,0.1,1.3,0.1,0.6,3,480462357.668457,87677.8960458895
1689,56.85015,-3.34607,774000,318000,0,0,0,0,0,0,0,0,0.2,0,0,0.3,0,0,0.5,0,0.1,1.2,0.1,0.4,2.3,480546533.639404,87685.576160211
1690,56.85211,-3.14937,774000,330000,0,0,0,0,0,0.2,0,0,0.2,0,0,0.3,0,0,0.6,0,0.2,1.2,0.1,0.6,2.3,480617835.293213,87692.0810287013
1691,56.85377,-2.95265,774000,342000,0,0,0,0,0,0.2,0,0,0.2,0,0.1,0.2,0,0,0.7,0,0.2,1.5,0.2,0.8,2.2,480677465.887207,87697.5209836579
1692,56.85511,-2.75591,774000,354000,0,0,0,0,0,0.2,0,0.1,0.3,0,0.2,0.4,0,0.2,1,0.1,0.3,2.2,0.6,1.3,3.2,480722924.778809,87701.6677656238
1693,56.85615,-2.55915,774000,366000,0,0,0,0,0,0.1,0,0,0.1,0,0.1,0.3,0,0.2,1,0.1,0.3,2,0.7,1.2,2.8,480760950.66748,87705.1355851
1694,56.85688,-2.36239,774000,378000,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.1,0.2,0,0.1,0.8,0.3,0.5,1.2,480783814.071289,87707.2214575702
1695,56.85726,-2.16523,774000,390000,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0.2,0,0.1,0.7,0.2,0.3,1,482438149.337646,87858.4058060003
1696,56.89106,-6.30346,786000,138000,0,0,0,0,0,0.2,0,0.1,0.2,0,0.1,0.4,0,0.2,0.8,0.1,0.3,1.2,0.2,0.8,2.4,480858536.23877,87714.0377718156
1697,56.89768,-6.10702,786000,150000,0,0,0,0,0,0,0,0,0.1,0,0,0.3,0,0,0.6,0,0.3,1,0.1,0.6,1.8,481101846.0625,87736.2259973219
1698,56.904,-5.91049,786000,162000,0,0,0,0.1,0.4,0.4,0,0.4,0.5,0.1,0.3,0.8,0.2,0.4,1.6,0.4,0.9,2.4,1.3,1.9,3.9,481333574.570313,87757.3533691233
1699,56.91,-5.71389,786000,174000,0,0,0,0.1,0.4,0.5,0.1,0.4,0.6,0.2,0.3,0.8,0.2,0.5,1.6,0.5,0.9,2.5,1.2,2,4,481550687.975098,87777.1431065308
1700,56.9157,-5.51721,786000,186000,0,0,0,0.1,0.3,0.5,0.1,0.4,0.7,0.2,0.4,0.7,0.2,0.5,1.6,0.5,0.8,2.4,1.5,2,4.1,481758364.438965,87796.0684214489
1701,56.92109,-5.32047,786000,198000,0,0,0,0,0.1,0.4,0,0.2,0.6,0.1,0.2,0.7,0.1,0.4,1.3,0.3,0.6,1.8,1,1.7,3.6,481960683.931152,87814.5018489627
1702,56.92617,-5.12365,786000,210000,0,0,0,0,0.1,0.4,0,0.3,0.7,0.1,0.2,0.7,0.1,0.4,1.3,0.3,0.6,2,1,1.8,3.9,482148839.191162,87831.6411777504
1703,56.93094,-4.92677,786000,222000,0,0,0,0,0.2,0.4,0,0.3,0.7,0.1,0.4,0.8,0.1,0.4,1.4,0.4,0.7,2.2,1,2.1,4.4,482320795.555664,87847.3023050599
1704,56.9354,-4.72984,786000,234000,0,0,0,0,0,0.4,0,0.2,0.4,0,0.2,0.5,0,0.2,1,0.1,0.4,1.6,0.5,1.6,3.2,482483785.341553,87862.1440352482
1705,56.93954,-4.53284,786000,246000,0,0,0,0,0,0.3,0,0.1,0.4,0,0.1,0.5,0,0.1,1,0.1,0.2,1.2,0.3,1.2,2.8,482640576.752686,87876.4190845912
1706,56.94338,-4.3358,786000,258000,0,0,0,0,0.2,0.4,0,0.3,0.5,0.1,0.3,0.6,0.1,0.3,1.2,0.3,0.6,2,0.7,1.8,4.2,482782693.868652,87889.356121886
1707,56.94691,-4.13871,786000,270000,0,0,0,0,0.1,0.3,0,0.3,0.5,0,0.2,0.6,0,0.2,1.2,0.2,0.4,1.9,0.6,1.4,4,482906080.265869,87900.5867342278
1708,56.95013,-3.94158,786000,282000,0,0,0,0,0,0.2,0,0.1,0.3,0,0.1,0.4,0,0.1,0.9,0,0.2,1.2,0.3,0.9,3.1,483027755.735596,87911.6595692646
1709,56.95304,-3.74441,786000,294000,0,0,0,0,0,0.2,0,0.2,0.4,0,0.1,0.5,0,0.1,1,0,0.3,1.6,0.5,1.2,3.5,483137080.00415,87921.6072913505
1710,56.95563,-3.5472,786000,306000,0,0,0,0,0,0.2,0,0.1,0.3,0,0.1,0.3,0,0.1,0.9,0,0.3,1.4,0.3,0.9,3,483231563.946777,87930.2041160038
1711,56.95792,-3.34996,786000,318000,0,0,0,0,0,0.2,0,0.2,0.3,0,0.1,0.4,0,0.1,0.9,0,0.3,1.6,0.3,0.9,3.1,483316041.160156,87937.8894485032
1712,56.95989,-3.15269,786000,330000,0,0,0,0,0,0.2,0,0,0.2,0,0.1,0.3,0,0.1,0.8,0,0.2,1.5,0.2,0.8,2.8,483388199.682617,87944.4539066455
1713,56.96155,-2.9554,786000,342000,0,0,0,0,0,0.2,0,0,0.2,0,0.1,0.3,0,0,0.7,0,0.3,1.6,0.3,1,2.9,483450323.262451,87950.1048307783
1714,56.9629,-2.75809,786000,354000,0,0,0,0,0,0.2,0,0.1,0.3,0,0.1,0.4,0,0.1,1.1,0.1,0.3,2.3,0.5,1.1,3.1,483496344.271973,87954.2909512257
1715,56.96394,-2.56077,786000,366000,0,0,0,0,0,0.2,0,0,0.2,0,0.1,0.4,0,0.1,1,0.1,0.3,2,0.5,1.1,2.8,483535778.047729,87957.8774935323
1716,56.96467,-2.36343,786000,378000,0,0,0,0,0,0.1,0,0,0.1,0,0.1,0.3,0,0.1,0.4,0.1,0.2,1,0.4,0.6,2.2,483563278.50415,87960.3788495576
1717,56.96509,-2.16609,786000,390000,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.1,0.2,0,0.1,0.9,0.2,0.4,1.4,483574073.090332,87961.3603287125
1718,56.99159,-6.5128,798000,126000,0,0,0,0,0,0,0,0,0.1,0,0,0.1,0,0,0.3,0,0.2,0.7,0,0.5,1.4,483373350.940918,87943.1039586411
1719,56.99855,-6.31589,798000,138000,0,0,0,0,0,0.1,0,0.1,0.1,0,0,0.4,0,0.1,0.8,0,0.3,1.2,0.1,0.7,2.2,483627514.465332,87966.2214343074
1720,57.0052,-6.11888,798000,150000,0,0,0,0,0.1,0.2,0,0.1,0.2,0,0.1,0.6,0.1,0.3,1.3,0.2,0.5,1.5,0.5,1.3,3,483869170.184082,87988.1956823583
1721,57.01154,-5.92179,798000,162000,0,0,0,0,0.2,0.2,0,0.2,0.3,0.1,0.2,0.4,0,0.3,1,0.2,0.7,1.7,0.7,1.2,3,484104378.009766,88009.578251926
1722,57.01758,-5.72463,798000,174000,0,0,0,0,0.1,0.2,0,0.1,0.2,0,0.1,0.3,0,0.1,0.9,0.1,0.4,1.6,0.4,1,2.7,484325096.555664,88029.639433232
1723,57.0233,-5.52738,798000,186000,0,0,0,0,0.1,0.3,0,0.2,0.6,0.1,0.3,0.6,0,0.3,1.1,0.2,0.6,1.8,0.7,1.3,3.6,484538134.788574,88048.9981096631
1724,57.02871,-5.33007,798000,198000,0,0,0,0,0,0.3,0,0.2,0.3,0,0.2,0.6,0,0.2,1.1,0.2,0.4,1.6,0.7,1.4,3.4,484744181.368652,88067.7169115835
1725,57.03381,-5.13269,798000,210000,0,0,0,0,0,0.3,0,0.2,0.3,0,0.2,0.5,0,0.2,1.1,0.1,0.5,1.4,0.7,1.5,3.2,484934654.500732,88085.0175464813
1726,57.03859,-4.93524,798000,222000,0,0,0,0,0.1,0.4,0,0.2,0.3,0,0.2,0.5,0,0.2,1.1,0.1,0.4,1.8,0.7,1.6,3.4,485110324.794189,88100.9707168947
1727,57.04307,-4.73774,798000,234000,0,0,0,0,0.1,0.3,0,0.2,0.3,0,0.2,0.6,0,0.1,1.1,0.2,0.4,1.8,0.6,1.7,3.4,485272443.335449,88115.6907369788
1728,57.04724,-4.54018,798000,246000,0,0,0,0,0,0.3,0,0,0.3,0,0.1,0.4,0,0,0.9,0,0.2,1.1,0.3,1,2.6,485428397.132324,88129.8481701783
1729,57.05109,-4.34256,798000,258000,0,0,0,0,0,0.2,0,0.1,0.2,0,0.1,0.5,0,0.1,1,0.1,0.2,1.2,0.3,1.1,2.9,485574682.366455,88143.1263131317
1730,57.05463,-4.1449,798000,270000,0,0,0,0,0.1,0.4,0,0.3,0.5,0.1,0.3,0.5,0.1,0.3,1.4,0.3,0.6,2.1,0.9,2.1,4.9,485698821.653809,88154.3935458498
1731,57.05786,-3.9472,798000,282000,0,0,0,0,0.2,0.4,0,0.4,0.7,0.1,0.4,0.8,0.1,0.5,1.8,0.6,0.8,2.7,1.3,2.6,5.5,485819602.141602,88165.3528974547
1732,57.06078,-3.74946,798000,294000,0,0,0,0,0,0.2,0,0.1,0.2,0,0.1,0.3,0,0,0.8,0,0.2,1.4,0.3,0.7,2.7,485928783.596436,88175.2589803034
1733,57.06339,-3.55168,798000,306000,0,0,0,0,0,0,0,0,0.1,0,0.1,0.2,0,0,0.5,0,0.1,1.2,0.2,0.5,2.4,486026349.818115,88184.1108128082
1734,57.06568,-3.35387,798000,318000,0,0,0,0,0,0.2,0,0.2,0.3,0,0.2,0.5,0,0.2,1.3,0.2,0.5,2.2,0.8,1.5,4.1,486113637.493408,88192.0292028341
1735,57.06767,-3.15603,798000,330000,0,0,0,0,0.2,0.4,0,0.4,0.6,0.1,0.4,0.8,0.1,0.4,2.1,0.6,0.7,3.6,1.5,2.5,6.3,486187730.191406,88198.7500664901
1736,57.06934,-2.95817,798000,342000,0,0,0,0,0.3,0.6,0,0.5,0.9,0.1,0.5,0.9,0.3,0.6,2.2,0.7,1,4.2,1.6,3,7.3,486248065.902344,88204.2225280956
1737,57.07069,-2.76029,798000,354000,0,0,0,0,0.2,0.6,0,0.4,0.8,0.1,0.6,1,0.3,0.5,2.4,0.7,0.9,4.2,2,3.1,6.6,486296260.037598,88208.5937234927
1738,57.07174,-2.56239,798000,366000,0,0,0,0,0.2,0.4,0,0.1,0.4,0.1,0.3,0.7,0.2,0.3,1.6,0.4,0.6,2.9,1.3,2.1,5.1,486336973.162842,88212.2859559132
1739,57.07247,-2.36449,798000,378000,0,0,0,0,0.1,0.2,0,0.1,0.3,0.1,0.2,0.4,0.1,0.3,0.8,0.2,0.5,2,1.1,1.7,3.8,486363886.680908,88214.7266505433
1740,57.07289,-2.16657,798000,390000,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0.1,0,0.1,0.3,0.2,0.4,0.9,486376943.283691,88215.9114809164
1741,57.07309,-1.96782,798000,402000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.2,0.1,0.3,0.6,490494210.231201,88588.9699290086
1742,57.05949,-7.51166,810000,66000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.2,0.6,484148827.342773,88013.9242575871
1743,57.068,-7.31486,810000,78000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.1,0.6,485008738.143555,88091.7461916713
1744,57.09907,-6.52567,810000,126000,0,0,0,0,0,0.1,0,0,0.1,0,0,0.4,0,0.1,0.8,0,0.3,1.1,0.1,0.7,2.1,485440894.990723,88131.3540164836
1745,57.10604,-6.3284,810000,138000,0,0,0,0,0.2,0.3,0,0.2,0.3,0.1,0.2,0.6,0.1,0.4,1.4,0.2,0.6,1.6,0.8,1.5,3.1,486424522.05127,88220.2263632302
1746,57.11272,-6.13083,810000,150000,0,0,0,0,0.2,0.2,0,0.2,0.3,0.1,0.2,0.5,0.1,0.4,1.2,0.2,0.7,1.6,0.8,1.5,3.2,486670705.97998,88242.5481604518
1747,57.11909,-5.93317,810000,162000,0,0,0,0,0.2,0.2,0,0.2,0.3,0.1,0.1,0.4,0.1,0.3,1.2,0.2,0.7,1.5,0.9,1.5,3.1,486909632.850586,88264.2059090119
