OBJECTID,Latitude,Longitude,Projection_y_coordinate,Projection_x_coordinate,HSD baseline 1981-2000 lower,HSD baseline 1981-2000 median,HSD baseline 1981-2000 upper,HSD baseline 2001-2020 lower,HSD baseline 2001-2020 median,HSD baseline 2001-2020 upper,HSD 1.5°C lower,HSD 1.5°C median,HSD 1.5°C upper,HSD 2°C lower,HSD 2°C median,HSD 2°C upper,HSD 2.5°C lower,HSD 2.5°C median,HSD 2.5°C upper,HSD 3°C lower,HSD 3°C median,HSD 3°C upper,HSD 4°C lower,HSD 4°C median,HSD 4°C upper,Shape__Area,Shape__Length
643,52.53572,-3.38729,294000,306000,0.2,0.2,0.3,1,1.5,2.8,1,1.8,3.1,1.8,2.4,4.1,2.1,3.7,5.4,3.7,5.4,9.5,7.7,9.4,18.3,388737191.771729,78865.7674604129
644,52.53767,-3.21041,294000,318000,0.2,0.3,0.4,1.2,1.7,3.2,1.1,2.1,4,2.1,2.8,5,2.3,4.2,6.4,4.5,6.4,11.5,8.6,11,20.2,388792195.033203,78871.3464564512
645,52.53934,-3.03352,294000,330000,0.1,0.2,0.3,1,1.4,2.7,1.1,1.7,3.3,1.7,2.4,4.2,1.8,3.4,5.5,3.8,4.9,9.4,7,9.7,18.8,388834983.117676,78875.6861215661
646,52.54076,-2.85661,294000,342000,0.1,0.1,0.2,0.8,1.2,2.4,0.9,1.4,2.9,1.4,1.9,3.7,1.5,2.8,4.8,3.3,3.8,8,6,8.5,15.5,388865914.601318,78878.8248072857
647,52.5419,-2.67969,294000,354000,0.2,0.2,0.4,1.2,1.6,2.9,1.2,1.9,4.1,2,3,5.1,2,4,6.3,4.5,5.3,10.1,8,11.1,19.4,388908007.066528,78883.0931964698
648,52.54279,-2.50276,294000,366000,0.3,0.4,0.5,1.3,2.1,3.3,1.5,2.7,4.8,2.5,4,5.6,3.2,4.8,7.7,5.6,7,12,10.6,13.2,22.7,388929631.62793,78885.2861488924
649,52.54341,-2.32582,294000,378000,0.6,0.8,0.9,2.1,2.7,4.2,2.2,3.6,6.7,3.5,5.3,7.4,4.9,6.6,9.6,7.4,9.2,15.1,13.7,17.3,27.8,388951557.599854,78887.509407996
650,52.54376,-2.14888,294000,390000,0.8,0.8,1,2.4,2.9,4.5,2.2,3.5,6.9,3.6,5.3,7.6,4.8,6.2,9.3,7.5,9.1,13.7,13.1,17.3,27,388960209.952759,78888.3872397531
651,52.54385,-1.97193,294000,402000,0.8,1,1.2,2.6,3,4.5,2.5,3.7,6.9,3.9,5.5,8.1,5,6.8,9.7,7.8,9.8,13.7,13.7,17.8,27.5,388960408.13269,78888.4079872985
652,52.54368,-1.79499,294000,414000,0.9,1,1.2,2.4,3.2,4.6,2.6,4,7.3,4.2,6.2,8.5,5.7,7.3,10.3,8.5,10.6,15.4,15.1,19,28.4,388960693.833862,78888.4361530646
653,52.54324,-1.61805,294000,426000,0.8,0.9,1,2.4,3,4.2,2.4,3.9,6.8,3.9,5.8,7.8,5.3,7,9.8,8.2,9.8,15.2,14.6,18.2,27.1,388948080.404053,78887.1574355209
654,52.54254,-1.44111,294000,438000,0.8,1,1.2,2.6,3.4,4.4,2.8,4.3,7.2,4.2,6.6,8.4,5.8,7.9,11,8.9,11.3,16.6,15.5,19.6,29.3,388926594.493286,78884.9779682735
655,52.54157,-1.26418,294000,450000,0.8,1,1.2,2.6,3.4,4.4,2.7,4.2,7.3,4.3,6.7,8.7,5.8,8,11.2,8.9,11.4,16.7,15.4,19.8,29.2,388893292.919067,78881.6009860739
656,52.54034,-1.08727,294000,462000,0.6,0.8,0.9,2,3,4,2.4,3.6,7,3.5,5.8,8.4,5.2,7.5,9.9,8,9.9,15.7,14,17.7,27.6,388864748.924683,78878.7062231572
657,52.53885,-0.91036,294000,474000,0.7,0.8,1,2.1,3.3,4.4,2.3,3.9,7.2,4,6.2,8.6,5.4,7.8,10.6,8.4,10.6,16.3,14.5,18.4,28.1,388825302.266418,78874.7055161154
658,52.53709,-0.73348,294000,486000,0.7,1,1.1,2.4,3.6,4.6,2.8,4.2,7.6,4.5,6.8,9.4,6,8.7,11.7,9.1,11.7,17.3,15.8,20,29,388778079.526978,78869.9154893389
659,52.53506,-0.55661,294000,498000,0.8,1,1.4,2.7,4,5.4,3.2,4.5,8.5,4.8,7.4,10.5,6.8,9.6,12.3,10.1,12.8,18.3,16.8,20.9,31,388715417.546417,78863.5599958823
660,52.53277,-0.37977,294000,510000,1.4,1.6,1.8,3.6,4.8,7.1,4.4,5.6,10.1,5.7,9.4,12.1,8,11.5,15.6,12.4,15.1,22.8,20,24.9,35.1,388656216.593521,78857.5534619982
661,52.53022,-0.20295,294000,522000,1.6,2,2.2,4.2,5.2,7.8,5,6.4,11.2,6.7,10.6,13.4,9.2,12.8,17.5,13.9,17.3,25,22.3,26.8,39,388584546.714005,78850.2822691561
662,52.52741,-0.02616,294000,534000,1.8,2,2.2,4.3,5.3,7.8,5.2,6.5,11.3,7.1,10.8,13.4,9.1,13,17.5,14,17.4,25.3,22.2,27,39,388500161.213554,78841.7208868321
663,52.52433,0.1506,294000,546000,1.8,2,2.2,4.4,5.1,8,4.9,6.4,11.7,7.2,11,13.5,9.1,13,17.8,14,17.2,25.7,22.3,27,38.1,388414856.431934,78833.0641705094
664,52.52098,0.32733,294000,558000,1.4,1.4,1.8,3.4,4.1,6.2,3.7,5,9.9,5.4,9.2,11.8,7.5,10.7,15.5,11.5,14.7,23,19.3,24.1,34.3,388323624.283829,78823.8061995727
665,52.51737,0.50402,294000,570000,1.3,1.6,1.7,3.2,4.3,6.3,3.8,5,10,5.1,9,11.9,7.7,11.3,16,11.6,14.7,23.3,19.6,24.1,34.8,388224385.058807,78813.733073195
666,52.5135,0.68067,294000,582000,1.2,1.5,1.6,3,4.5,6.4,4,5,9.8,5.1,8.8,11.2,7.1,11,15.8,11.1,14.9,22.3,19,23.1,34.3,388115652.073517,78802.6958195554
667,52.50937,0.85728,294000,594000,1,1.1,1.4,2.8,3.4,5.2,3.1,4.6,8.6,4.6,8,10.5,6.9,9.9,14.6,10.4,13.5,21.7,17.7,21.8,33,388000137.982056,78790.9680893539
668,52.50497,1.03384,294000,606000,1,1.2,1.4,2.6,3.4,5.4,2.9,4.8,8.6,4.4,7.6,10.2,6.2,9.6,14.2,9.6,12.8,20.6,16.7,21.2,31.9,387878491.122986,78778.6157152722
669,52.50031,1.21036,294000,618000,0.6,0.7,1,2,2.8,4.7,2.5,4,7.9,3.9,6.4,9.4,5.5,8.6,13.2,8.9,12,19.2,15.6,19.6,29.7,387748754.426636,78765.4402986263
670,52.49539,1.38683,294000,630000,0.6,0.7,0.8,2.2,3,5.2,2.7,4,8,3.9,6.7,9.4,5.6,9.1,12.9,9.2,12.5,19,16.1,19.7,30,387608767.255066,78751.2203859861
671,52.4902,1.56325,294000,642000,0.3,0.4,0.5,1.6,2,4,1.7,2.8,5.5,3.2,5,6.8,4.6,7,9.2,6.9,10,14.1,12.3,15.8,25.1,387459378.537354,78736.0436423307
672,52.48476,1.73961,294000,654000,0,0.1,0.1,0.4,0.8,1.6,0.5,1.1,2.2,1.1,1.9,2.8,1.5,2.6,3.7,2.3,5.1,6.9,5.8,9,15.5,387308027.727051,78720.6639594279
673,52.63312,-4.09968,306000,258000,0,0,0.1,0.3,0.6,1.1,0.3,0.8,1.4,0.4,1,1.3,0.6,0.9,1.9,0.9,1.4,4.2,2.6,3.4,7.3,390344251.618164,79028.6171253501
674,52.63613,-3.92248,306000,270000,0.2,0.2,0.2,0.6,1,1.8,0.6,1.3,1.8,0.9,1.5,2.2,1.2,1.5,2.8,1.7,2.9,5.5,4.3,5.6,10.9,390430517.616699,79037.3493224713
675,52.63888,-3.74525,306000,282000,0.2,0.2,0.2,0.7,1,2.1,0.8,1.5,2,1.1,1.8,2.6,1.6,2.3,3.8,2.4,3.5,6.3,5.6,6.5,13.7,390509124.978027,79045.3053514916
676,52.64136,-3.56798,306000,294000,0,0.1,0.2,0.4,0.6,1.4,0.5,0.9,1.4,0.7,1.1,1.7,0.8,1.2,2.7,1.4,2.5,4.4,4,4.9,11,390581507.426514,79052.6302784777
677,52.64357,-3.3907,306000,306000,0.1,0.2,0.2,0.8,1,2.3,0.8,1.3,2.2,1.1,1.8,2.8,1.5,2.5,4.1,2.9,3.7,7.5,6.1,7.9,15.1,390644237.74707,79058.9778296141
678,52.64552,-3.21339,306000,318000,0.2,0.3,0.4,1.1,1.8,3.4,1,2.3,3.8,2,2.9,4.9,2.6,4.2,6.4,4.5,6.6,11.6,8.7,11,20.4,390699512.411377,79064.5706117089
679,52.6472,-3.03606,306000,330000,0.2,0.2,0.4,1,1.5,2.9,1,2,3.4,1.9,2.7,4.4,2,3.6,5.9,4,5.2,10.1,7.7,10.1,19.2,390740851.582764,79068.7541372104
680,52.64862,-2.85872,306000,342000,0.2,0.4,0.4,1.1,1.7,3.2,1.3,2.1,4,2.2,3.1,5,2.2,4.1,6.5,4.5,5.8,11,8.7,11.4,19.8,390778432.653809,79072.5571200502
681,52.64977,-2.68137,306000,354000,0.4,0.4,0.6,1.6,2.2,3.6,1.6,3,5,2.8,4.4,6.1,3.6,5.5,8.3,6,7.7,13.4,11.2,14,24,390817490.477295,79076.5074960062
682,52.65066,-2.504,306000,366000,0.4,0.5,0.6,1.6,2.5,3.9,1.8,3.1,5.5,3,4.7,6.7,4.2,5.5,8.9,6.2,8.1,13.6,11.8,14.5,24.7,390837268.190552,79078.5091883651
683,52.65128,-2.32663,306000,378000,0.6,0.7,0.8,1.8,2.8,4,2,3.4,5.9,3.1,5,6.7,4.6,5.8,8.9,7,8.9,14,12.9,16.3,26,390859776.359863,79080.7853740071
684,52.65164,-2.14925,306000,390000,0.6,0.8,1,2,2.5,3.8,1.9,3.3,5.8,3,4.7,6.8,4.2,5.5,8.7,6.4,8,13,12,15.6,25.6,390870550.966064,79081.875608663
685,52.65173,-1.97187,306000,402000,0.7,0.8,1,2.2,2.8,4.2,2.2,3.6,6.8,3.7,5.2,7.8,4.8,6.3,9.7,7.4,9.2,13.5,12.8,17,26.4,390873288.868896,79082.1530866661
686,52.65156,-1.79449,306000,414000,1,1,1.1,2.6,3.3,4.9,2.7,4.1,7.7,4.2,6.2,9,5.6,7.4,10.5,8.6,10.6,15.7,14.8,18.7,28.3,390865631.183228,79081.3786011919
687,52.65112,-1.61711,306000,426000,0.9,1,1,2.6,3.2,4.6,2.7,4.1,7.4,4.1,6.2,8.4,5.7,7.4,10.9,8.8,10.5,16,15.3,18.6,28.1,390852115.614624,79080.0104634273
688,52.65041,-1.43974,306000,438000,0.6,0.8,1,2.2,3,4,2.5,3.9,6.9,3.9,5.7,8.1,5.4,7.4,10,8.4,10,15.3,14.4,17.8,27.5,390837011.626587,79078.482651165
689,52.64944,-1.26237,306000,450000,0.8,0.9,1,2.4,3.3,4.3,2.8,3.9,7.2,4,6.3,8.7,5.6,7.8,10.4,8.6,10.4,15.3,14.4,18.2,28.5,390801559.684509,79074.8972326475
690,52.64821,-1.08502,306000,462000,0.8,0.9,1.1,2.2,3.4,4.4,2.6,4,7.4,4.1,6.5,8.8,5.8,8,10.9,8.8,10.9,16.2,15,18.7,29.1,390774063.46106,79072.1148382633
691,52.64671,-0.90769,306000,474000,0.5,0.6,0.7,1.6,2.8,3.6,1.7,3.2,6.3,2.9,5,7.9,4.7,6.7,8.9,7.2,8.9,13.5,12.1,15.5,25,390735713.970947,79068.2348387884
692,52.64494,-0.73037,306000,486000,0.4,0.6,0.8,1.9,2.8,3.8,2,3.4,6.4,3.4,5.5,7.8,4.9,7,9.4,7.6,9.5,14.8,13.2,16.8,26,390685827.714294,79063.1870803875
693,52.64291,-0.55307,306000,498000,0.8,0.9,1.2,2.3,3.5,5,2.9,4.2,8,4.7,6.7,9.8,5.9,8.7,11.4,9,11.6,17,15.1,19.3,29.6,390623171.419037,79056.8477141738
694,52.64061,-0.37579,306000,510000,1.4,1.5,1.8,3.5,4.8,6.6,4,5.5,10,5.6,9,12,7.8,11.2,15.3,11.8,14.5,21.6,18.9,23.4,34.5,390563782.217896,79050.8369518978
695,52.63805,-0.19853,306000,522000,1.6,1.8,2,3.8,5.2,7.2,4.8,6.1,10.6,6.3,10,12.8,8.4,12.1,16.5,13.1,15.4,23.4,20.7,25.7,37,390490007.825348,79043.3704212754
696,52.63522,-0.02131,306000,534000,1.5,1.7,1.9,3.6,4.8,6.8,4.3,5.7,10.2,6,9.6,12.1,8.3,11.5,15.9,12.6,15.3,23,20.2,25.1,35.5,390409209.24292,79035.19267628
697,52.63213,0.15588,306000,546000,1.4,1.6,1.6,3.5,4.2,6.5,4.1,5.3,10,5.5,9.3,11.9,7.7,11.3,15.4,11.9,14.9,22.2,19.4,24.4,34.6,390320667.335407,79026.2306723678
698,52.62877,0.33304,306000,558000,1,1.2,1.4,2.9,3.8,5.3,3.4,4.6,8.9,4.5,8.2,10.7,6.7,9.8,14,10.4,13.1,20.5,17.1,21.8,31.9,390233132.543594,79017.3681834118
699,52.62515,0.51017,306000,570000,1.1,1.2,1.5,2.8,3.9,5.4,3.4,4.5,9,4.7,8.4,10.7,6.7,10.2,14.7,10.4,13.2,21.6,17.6,21.9,32.1,390129415.996613,79006.867273371
700,52.62127,0.68725,306000,582000,0.8,1,1.2,2.4,3.3,4.8,2.9,4.1,7.8,4.1,7.5,9.2,6.1,9.3,13.3,9.5,12.6,19.7,16.3,20.4,31,390017714.877319,78995.5562549007
701,52.61712,0.86429,306000,594000,1,1.2,1.4,2.6,3.4,5.4,3,4.5,8.7,4.5,8,10.6,6.5,9.9,14.7,10,12.9,21.6,16.8,21.2,31.6,389903335.627258,78983.9716799046
702,52.6127,1.04129,306000,606000,1.1,1.2,1.4,2.5,3.6,5.7,3.1,4.9,8.9,4.8,7.9,10.8,6.3,9.7,14.5,10,13,20.9,17,20.8,31.8,389772917.870911,78970.7610809149
703,52.60802,1.21824,306000,618000,0.6,0.7,1,1.8,2.8,4.6,2.3,3.8,7.7,3.5,6.4,9.2,5,8.3,12.8,8.5,11.6,18.3,15.2,19.1,28.6,389644764.336548,78957.7772231857
704,52.60308,1.39514,306000,630000,0.4,0.5,0.6,1.2,2.1,4,1.7,2.9,6.3,3,5,7.9,3.7,6.8,10.9,6.7,10.5,15.7,13,16.9,25.9,389503726.242615,78943.4867237717
705,52.59787,1.57198,306000,642000,0.2,0.3,0.4,0.8,1.6,2.4,0.9,2.2,3.8,1.8,3.3,5.3,2.6,5.1,7.7,4.4,8,11.7,9.4,12.3,22.3,389357033.568848,78928.6201309338
706,52.5924,1.74877,306000,654000,0,0.1,0.2,0.2,0.7,1.4,0.4,1.1,2.2,0.7,1.6,2.5,1.1,2.3,3.6,1.8,4.6,7,6,8.6,15.6,389200503.030396,78912.7527521134
707,52.72602,-4.8145,318000,210000,0,0,0,0,0.1,0.6,0,0.3,0.7,0,0.3,1,0.2,0.5,1.2,0.4,0.7,2.2,1.3,2.3,4.6,393159286.021484,79314.0212986555
708,52.73392,-4.45946,318000,234000,0,0,0,0,0.1,0.6,0,0.2,0.6,0.1,0.3,0.9,0.2,0.5,1.1,0.4,0.7,2.5,1.3,2.5,4.9,393383405.383057,79336.6912371694
709,52.74093,-4.10486,318000,258000,0,0,0.1,0.3,0.6,1.4,0.3,0.9,1.5,0.6,1.1,1.7,0.9,1.1,2.2,1.3,2.1,4.6,3.5,4.6,9.1,392266047.015625,79222.9204556822
710,52.74395,-3.92722,318000,270000,0,0.1,0.1,0.4,0.7,1.6,0.4,1.1,1.5,0.8,1.2,1.9,1,1.2,2.6,1.4,2.4,4.8,3.7,5,10.4,392354314.50293,79231.8328510787
711,52.7467,-3.74955,318000,282000,0,0.1,0.2,0.3,0.6,1.2,0.4,0.8,1.2,0.6,1,1.5,0.6,1,2.2,1.1,2.1,3.7,3.3,4.4,9.5,392431662.436035,79239.6421698638
712,52.74919,-3.57185,318000,294000,0,0,0.2,0.2,0.4,1.1,0.3,0.6,1.1,0.5,0.8,1.4,0.4,0.8,2.1,0.9,1.9,3.5,3.2,4,9.5,392503936.396484,79246.9379800829
713,52.75141,-3.39413,318000,306000,0.1,0.1,0.2,0.4,0.6,1.4,0.4,0.8,1.5,0.7,1.2,1.9,0.8,1.4,3,1.6,2.5,4.9,4.2,5.2,11.8,392569336.973389,79253.5396503602
714,52.75337,-3.21638,318000,318000,0.2,0.2,0.3,0.9,1.4,2.8,0.9,1.8,2.9,1.5,2.3,4,2.1,3.2,5.4,3.4,4.7,9,7,8.7,17.6,392626681.906982,79259.3279281424
715,52.75506,-3.03862,318000,330000,0.4,0.4,0.5,1.3,1.9,3.3,1.2,2.6,4,2.5,3.4,5.2,3,4.4,7.3,4.7,6.6,12.6,9.2,12,21.3,392667761.695801,79263.4751072311
716,52.75648,-2.86084,318000,342000,0.4,0.6,0.6,1.5,2.2,3.4,1.5,2.8,4.5,2.6,4,5.5,3.3,5,7.7,5.3,7.1,13,10.2,13.2,22.9,392707806.167847,79267.5168985303
717,52.75764,-2.68305,318000,354000,0.5,0.6,0.6,1.7,2.4,3.6,1.7,3.1,5.2,2.9,4.4,6.1,3.7,5.5,8.1,6,7.7,13.3,11.1,13.8,23.3,392739810.98938,79270.7464657964
718,52.75853,-2.50525,318000,366000,0.6,0.7,0.8,2,2.7,4,1.8,3.5,6.3,3.1,5,7.3,4.7,6.3,9.2,6.8,9,14.5,12.4,16.3,25.2,392761235.110718,79272.9088567932
719,52.75916,-2.32744,318000,378000,0.4,0.6,0.6,1.8,2.3,3.8,1.7,3.4,6,2.8,4.8,6.7,4.1,5.7,9,6.2,8,13.4,11.9,15,24.8,392787059.531616,79275.5145458289
720,52.75952,-2.14962,318000,390000,0.4,0.6,0.7,1.8,2.4,3.7,1.6,3.4,5.7,2.8,4.6,6.7,4.1,5.7,8.7,6.2,7.7,13.1,11.8,15,25,392799372.327393,79276.7569423262
721,52.75961,-1.9718,318000,402000,0.4,0.6,0.6,1.8,2.3,3.6,1.6,3,5.3,2.7,4.4,6.2,4,5.3,7.8,6.1,7.5,12.5,11.3,14.7,24.2,392797600.455933,79276.5782966299
722,52.75943,-1.79398,318000,414000,0.6,0.8,1,2.2,2.9,4.4,2.4,3.9,7,3.7,5.7,7.9,4.9,6.6,9.7,7.9,9.6,14.5,14.1,17.6,27,392794319.635864,79276.2475991076
723,52.75899,-1.61616,318000,426000,0.8,0.9,1.1,2.5,3.3,4.6,2.8,4.3,7.5,4.2,6.2,8.6,5.5,7.3,10.8,8.5,10.4,15.8,15,18.6,28,392778994.272949,79274.7014338369
724,52.75828,-1.43835,318000,438000,0.6,0.7,0.9,2.1,2.8,3.8,2.4,3.6,6.5,3.4,5.3,7.4,4.7,6.3,9.3,7.8,9.4,14.1,12.9,16.5,25.8,392766897.439636,79273.4794546235
725,52.75731,-1.26055,318000,450000,0.7,0.8,1,2.4,3.2,4.2,2.8,3.8,7.1,3.7,5.9,8.4,5.3,7.4,10.5,8.3,9.9,14.8,13.9,17.3,27.7,392728929.6745,79269.6496441566
726,52.75607,-1.08277,318000,462000,0.8,1,1,2.2,3.3,4.6,2.6,4.1,7.6,4.1,6.7,9,6,8.2,11.3,9,11,15.5,14.9,18.8,29.7,392701486.26062,79266.8794529302
727,52.75456,-0.90499,318000,474000,0.7,0.8,1,2,3.1,4.4,2.2,3.8,7.3,3.9,6.2,8.7,5.5,7.7,10.8,8.1,10.1,15.6,13.6,17.6,28.2,392659055.241821,79262.5963033375
728,52.75279,-0.72723,318000,486000,0.5,0.6,0.9,1.8,2.8,3.9,2,3.4,6.7,3,5.5,8,4.7,7,9.4,7.7,9.4,14.4,12.9,16.3,26.2,392610080.923248,79257.6532774105
729,52.75075,-0.5495,318000,498000,0.6,0.9,1,2.3,3.3,4.4,2.5,3.9,7.5,3.9,6.4,9.3,5.4,8.2,11.2,8.7,10.7,16.1,14.6,18.3,28.9,392548035.733276,79251.3909908572
730,52.74844,-0.37178,318000,510000,1.4,1.4,1.6,3.1,4.3,5.8,3.5,5,9.2,5.4,8,11.4,7.2,10.2,14.6,11.1,13.3,20.5,18,22.2,33.8,392485769.435242,79245.1048177574
731,52.74587,-0.19409,318000,522000,1.4,1.4,1.5,3,4.2,6,3.8,5.1,9.2,5.3,8.3,11.5,7,10.3,14.8,11,13.8,20.9,18.7,22.6,33.9,392417619.934723,79238.2248460844
732,52.74303,-0.01643,318000,534000,1,1.2,1.3,2.9,3.8,5.2,3.2,4.6,8.6,4.6,7.7,10.4,6.4,9.6,13.6,10.3,12.8,18.9,17.7,21.5,31.5,392332616.371849,79229.6426629722
733,52.73993,0.1612,318000,546000,1,1,1.2,2.6,3.5,4.8,3.2,4.4,7.7,4.3,7,9.6,5.9,8.6,12.8,9,12,17.6,16.5,20.5,29.4,392242461.631557,79220.5388833557
734,52.73656,0.33879,318000,558000,1,1.2,1.3,2.7,3.7,5,3,4.5,8,4.4,7.2,9.7,6.5,9,12.7,9.5,11.8,18.4,16.3,20.1,29.9,392148515.17659,79211.0505969015
735,52.73292,0.51635,318000,570000,0.8,1,1.2,2.4,3.4,4.9,2.9,4.1,8,4.1,7.3,9.5,6.2,9.1,13.3,9.2,11.7,19.1,16,20,30.4,392045666.824951,79200.6632371374
736,52.72902,0.69387,318000,582000,0.6,0.7,0.8,1.6,2.4,4,2.2,3.3,6.5,3,6,7.8,4.5,7.5,11.7,7.8,10.2,16.8,13.6,17.7,27.1,391939453.968842,79189.9344433797
737,52.72486,0.87135,318000,594000,0.8,1,1.1,2.2,3,4.6,2.8,4,7.7,4,7.5,10,5.8,9,13.9,9.4,11.9,20.2,15.5,19.9,29.9,391824677.122986,79178.3379486665
738,52.72043,1.04878,318000,606000,0.8,1,1.1,2.2,3.4,5.2,2.9,4.4,8.4,4.1,7.4,10,5.9,9.2,14.2,9.7,12.5,20.3,16.3,20.5,30.4,391692782.138916,79165.0114037199
739,52.71573,1.22617,318000,618000,0.5,0.6,0.7,1.4,2.2,3.9,1.9,3,6.7,2.9,5.5,8,4.4,7,11.3,7.3,10.1,16,13.3,16.6,25.7,391557907.933716,79151.3803456166
740,52.71077,1.4035,318000,630000,0.5,0.6,0.7,1,2.1,3.5,1.5,2.7,5.9,2.3,4.6,7,3.5,6,9.9,6.2,9.5,14,11.6,15.1,24.2,391418840.909058,79137.3234020622
741,52.70554,1.58078,318000,642000,0.2,0.3,0.4,0.6,1.3,2.1,0.8,1.7,3.1,1.1,2.5,3.8,2,3.7,6.1,3.1,6.1,9.6,8.1,10.1,18.9,391269692.975098,79122.2441799518
